scaffold	start	end	mid	sites	sitesUsed	ABBA	BABA	D	fd	fdM	gene_count_per_window	cM/Mb	Fst_aridus_longiflorus	Fst_aridus_longiflorus_island	Fst_aridus_parviflorus	Fst_aridus_calycinus	Fst_longiflorus_longiflorus_island	Fst_longiflorus_parviflorus	Fst_longiflorus_calycinus	Fst_longiflorus_island_parviflorus	Fst_longiflorus_island_calycinus	Fst_parviflorus_calycinus	average_dxy_ari_par	average_dxy_lon_isl_lon	average_dxy_par_isl_lon
LG4	18000001	18100000	18057891	4535	2335	122.6182	64.0244	0.3139	0.372	0.1222	10	2.189182861	0.2962	0.3719	0.4394	0.2977	0.2016	0.3192	0.0361	0.1298	0.1582	0.227	0.009998358471552	0.007519741932532	0.005801746298708
LG4	18100001	18200000	18150212	5951	3351	184.3307	41.1771	0.6348	0.4489	0.2096	11	8.638164181	0.4542	0.5423	0.31	0.4883	0.4517	0.2413	0.0403	0.1433	0.4524	0.228	0.009431711309446	0.009942018830526	0.006147043795084
LG4	18200001	18300000	18248621	6323	3857	206.2445	91.8408	0.3838	0.4059	0.1552	14	0	0.4087	0.4775	0.302	0.4182	0.2879	0.1684	0.0093	0.0826	0.277	0.1524	0.011155171313228	0.008741483553777	0.006497971340442
LG4	18300001	18400000	18350606	5279	2615	155.0322	22.5765	0.7458	0.6289	0.2768	16	0	0.4283	0.5455	0.3371	0.3977	0.4104	0.2886	0.0467	0.0706	0.3721	0.2527	0.009176978935545	0.009091269022761	0.004978515731548
LG4	18400001	18500000	18453569	5360	2698	156.8952	28.6426	0.6912	0.6041	0.2744	16	0.292670777	0.3863	0.5336	0.3378	0.4818	0.4076	0.3136	0.0898	0.0687	0.4607	0.312	0.0080150644585	0.010547043808966	0.004160956015188
LG5	1	100000	56076	4386	2232	191.7279	9.3529	0.907	0.5547	0.2637	16		0.6183	0.6496	0.7236	0.592	0.1539	0.409	0.0721	0.3862	0.1907	0.3799	0.012763133643338	0.005259157033045	0.005904475878235
LG5	100001	200000	149685	5469	3146	166.1484	11.0885	0.8749	0.2795	0.1666	20		0.7369	0.7486	0.687	0.7491	0.1193	0.6332	0.0399	0.6572	0.139	0.6075	0.009364007059247	0.002621386607294	0.007471103870041
LG5	200001	300000	249132	5848	3196	76.848	30.3896	0.4332	0.0847	0.051	13		0.6278	0.6286	0.5801	0.6188	0.1168	0.5824	0.0307	0.5994	0.1102	0.5344	0.010715106649402	0.003904481719123	0.009541895513524
LG5	300001	400000	350105	5730	2909	94.1292	25.4183	0.5748	0.1667	0.0961	15	0.207759482	0.4289	0.5858	0.6156	0.4929	0.0602	0.4107	0.0086	0.541	0.0738	0.4168	0.007805783384106	0.004793880686042	0.007088453261539
LG5	400001	500000	448973	5157	2891	30.4118	40.4769	-0.142	-0.0246	-0.0152	10		0.5004	0.5378	0.5925	0.5503	0.076	0.5521	0.0636	0.5927	0.1417	0.5597	0.00667959981583	0.00293734313982	0.006842464370963
LG5	500001	600000	549497	5196	2852	167.0928	36.4756	0.6416	0.3253	0.1841	14	0	0.4329	0.4581	0.3944	0.4685	0.0561	0.3162	0.0401	0.3513	0.1081	0.3054	0.012271397550545	0.007016155891944	0.010143250554488
LG5	600001	700000	653662	5443	2936	83.6732	59.9727	0.165	0.0582	0.0335	11		0.4127	0.4132	0.4231	0.4442	0.0452	0.3654	0.02	0.3708	0.0842	0.3514	0.011042979370508	0.006273682687707	0.010171698571229
LG5	700001	800000	747321	5625	3335	38.7568	51.4782	-0.141	-0.0247	-0.0159	15	1.333815777	0.6462	0.6172	0.5578	0.6839	0.0738	0.6407	0.0414	0.6363	0.0917	0.6237	0.007397854717156	0.003111253018134	0.009745924919938
LG5	800001	900000	853833	5806	3278	58.113	69.0244	-0.0858	-0.0188	-0.0117	11	1.109249251	0.5526	0.6474	0.5855	0.5913	0.2089	0.5552	0.015	0.6407	0.2046	0.5404	0.010020810691062	0.00445891642539	0.010236217269106
LG5	900001	1000000	950449	5836	3190	30.8766	98.848	-0.524	-0.135	-0.081	12	0	0.5818	0.6453	0.4932	0.5674	0.2251	0.5739	0.065	0.6265	0.2029	0.522	0.008747203538209	0.003840831600455	0.010219717401019
LG5	1000001	1100000	1046474	5403	3033	75.2448	50.5495	0.1963	0.0571	0.0321	17	0	0.6158	0.6398	0.5302	0.6394	0.1178	0.5263	0.0423	0.5549	0.1292	0.4962	0.009815759842209	0.003663449984274	0.009192487998499
LG5	1100001	1200000	1154293	4876	2768	56.1074	30.9277	0.2893	0.0586	0.0353	12	0.838323353	0.6051	0.6311	0.5549	0.623	0.1438	0.5403	0.0814	0.5764	0.2009	0.5085	0.010241364167261	0.004087485664146	0.010045366030686
LG5	1200001	1300000	1252133	6380	3553	83.388	29.3672	0.4791	0.1054	0.0671	17	0	0.5865	0.6047	0.4304	0.613	0.1401	0.4654	0.0448	0.5016	0.1258	0.4348	0.008303507928838	0.003298751419518	0.008171738510921
LG5	1300001	1400000	1348831	6406	3314	66.8506	55.5068	0.0927	0.0195	0.0117	14		0.519	0.7059	0.4588	0.5292	0.2472	0.4619	0.0468	0.6044	0.2166	0.4213	0.010072200141091	0.004911514861721	0.01045838305844
LG5	1400001	1500000	1448228	5763	3135	60.6768	19.557	0.5125	0.1095	0.0576	20	0	0.569	0.6031	0.5107	0.5928	0.1231	0.4615	0.1083	0.499	0.1041	0.4295	0.007567274155276	0.003004612381526	0.006201891527397
LG5	1500001	1600000	1550078	4880	2454	38.3646	17.4063	0.3758	0.0619	0.0397	17		0.4029	0.5244	0.4442	0.4272	0.193	0.4152	0.0444	0.4888	0.1745	0.3885	0.006336718654709	0.004049834950086	0.006218568898276
LG5	1600001	1700000	1648389	5794	3406	53.3939	48.2194	0.0509	0.01	0.0058	15	0	0.6144	0.6401	0.4984	0.6609	0.1948	0.5255	0.0717	0.5451	0.2884	0.5151	0.009392686481931	0.004591275270484	0.009854267262853
LG5	1700001	1800000	1750341	5458	3304	58.8822	27.1634	0.3686	0.0551	0.0358	12		0.6292	0.696	0.5187	0.6467	0.3283	0.5842	0.0518	0.646	0.3063	0.5515	0.008530774434169	0.004400739354742	0.009541484711234
LG5	1800001	1900000	1849892	6037	3432	73.5889	60.2972	0.0993	0.0233	0.0137	18		0.6361	0.7088	0.5457	0.6489	0.2602	0.5565	0.0623	0.6258	0.2145	0.5218	0.009899301643628	0.004014164796085	0.009683979218338
LG5	1900001	2000000	1950129	5538	3250	26.0251	45.9756	-0.2771	-0.0404	-0.0237	16		0.5985	0.6276	0.6142	0.6122	0.1329	0.6021	0.0592	0.6381	0.1217	0.5763	0.008095862097864	0.003392427468483	0.008725739383269
LG5	2000001	2100000	2053903	6052	3380	116.2337	59.6921	0.3214	0.1568	0.0752	14		0.5751	0.4559	0.3753	0.6046	0.1343	0.3467	0.0694	0.304	0.1395	0.3176	0.011362004379043	0.005904002200523	0.009766974180339
LG5	2100001	2200000	2142370	5291	2930	139.8639	50.6322	0.4684	0.2438	0.1298	11		0.415	0.4928	0.3322	0.3601	0.1442	0.2108	0.0846	0.2764	0.1805	0.15	0.012875407376488	0.006346841226754	0.009099376613071
LG5	2200001	2300000	2255112	6409	3394	139.7614	51.2015	0.4638	0.2183	0.1115	11		0.4765	0.4434	0.4315	0.4535	0.1022	0.3064	0.0444	0.3328	0.0788	0.2493	0.012245440572279	0.006974838288142	0.009686663592675
LG5	2300001	2400000	2350111	5720	3380	167.6022	42.8652	0.5927	0.2502	0.1439	12		0.6409	0.6592	0.5888	0.6666	0.0573	0.5135	0.0898	0.5443	0.1328	0.4846	0.009845622244693	0.002763284781605	0.007171417512753
LG5	2400001	2500000	2447544	5843	3323	75.1501	41.2907	0.2908	0.0648	0.0401	15		0.5355	0.5553	0.5822	0.6024	0.0781	0.5248	0.0417	0.5587	0.1322	0.5341	0.009658212686203	0.004825136289501	0.009651453181239
LG5	2500001	2600000	2547715	4518	2409	119.2829	108.8636	0.0457	0.0366	0.0165	15		0.5514	0.5325	0.4522	0.5708	0.1942	0.4211	0.0539	0.4174	0.1815	0.3843	0.012199266901721	0.004186765868896	0.008528120330181
LG5	2600001	2700000	2651425	6151	3506	52.1966	112.9466	-0.3679	-0.11	-0.0545	15		0.6041	0.701	0.5311	0.6314	0.1781	0.4808	0.0301	0.5633	0.1555	0.4412	0.011592535935102	0.005435906332261	0.013328828680899
LG5	2700001	2800000	2750289	5878	3330	67.4782	36.9782	0.292	0.059	0.0352	16	0	0.6694	0.647	0.5872	0.6536	0.1368	0.578	0.058	0.5891	0.097	0.5253	0.008457372644999	0.003068509874844	0.00855636582875
LG5	2800001	2900000	2848139	5732	2956	28.4248	39.7712	-0.1664	-0.0277	-0.0174	14	1.034077556	0.5844	0.5466	0.3718	0.4726	0.0941	0.5161	0.0864	0.5117	0.0931	0.4018	0.008081145235131	0.003202426453529	0.009341121555853
LG5	2900001	3000000	2951954	7171	3683	42.6322	203.7181	-0.6539	-0.2496	-0.1448	15	2.706369339	0.3208	0.361	0.4719	0.2525	0.1613	0.4452	0.0536	0.5212	0.1566	0.3831	0.014554247650333	0.0100561825687	0.017968185978105
LG5	3000001	3100000	3048422	4719	2710	84.9902	24.5111	0.5523	0.1565	0.0861	16		0.6178	0.6406	0.5125	0.6053	0.1731	0.4658	0.0715	0.502	0.1564	0.4071	0.01068594109455	0.004728116485409	0.009291523444302
LG5	3100001	3200000	3152755	5302	2820	17.0391	27.862	-0.241	-0.0277	-0.0179	15	4.165887809	0.5767	0.5297	0.4124	0.5262	0.158	0.5391	0.0537	0.5171	0.1051	0.4608	0.00798855733505	0.005102204264368	0.010351628772175
LG5	3200001	3300000	3249406	6014	3542	42.0342	55.6305	-0.1392	-0.0223	-0.0133	22	0.394627621	0.6035	0.6424	0.6015	0.6501	0.0756	0.5965	0.0437	0.6317	0.1171	0.5793	0.00956290046668	0.003653846754557	0.010716142140763
LG5	3300001	3400000	3347597	5843	3003	57.2591	28.1445	0.3409	0.0698	0.0389	18	0	0.5531	0.6006	0.512	0.5726	0.131	0.4785	0.0842	0.5358	0.204	0.4404	0.009993619173457	0.004184118440617	0.009296562376382
LG5	3400001	3500000	3448795	5984	3407	88.0859	35.2135	0.4288	0.0992	0.0623	14		0.5973	0.5972	0.4606	0.5747	0.1549	0.5547	0.0664	0.5717	0.1207	0.4911	0.008803912573539	0.003869001310636	0.009478411534618
LG5	3500001	3600000	3549249	5316	3108	85.0771	58.6423	0.1839	0.0539	0.0341	16		0.3949	0.4174	0.3776	0.4136	0.1224	0.4473	0.0493	0.4753	0.1261	0.4208	0.012198136946411	0.006676520263194	0.01150168768944
LG5	3600001	3700000	3650344	5933	3551	49.9456	53.4352	-0.0338	-0.0063	-0.0037	20	1.246142891	0.7052	0.6588	0.6279	0.6561	0.2187	0.6296	0.0698	0.6144	0.2058	0.5513	0.009193526785714	0.003702026381214	0.009218249389567
LG5	3700001	3800000	3750547	6701	3836	60.4157	65.0016	-0.0366	-0.0075	-0.0043	19	0	0.5895	0.6107	0.6049	0.6589	0.1424	0.5577	0.0847	0.5848	0.2068	0.5628	0.010486762914496	0.005596090080186	0.011583011806074
LG5	3800001	3900000	3850634	5717	3160	45.4372	122.9997	-0.4605	-0.1166	-0.0673	14	0	0.5849	0.6782	0.6331	0.6343	0.188	0.6254	0.0904	0.6914	0.258	0.618	0.014476538402527	0.005065449078411	0.014284545327981
LG5	3900001	4000000	3949482	6356	3672	48.9401	56.9349	-0.0755	-0.0131	-0.0075	14	6.357471465	0.6397	0.6164	0.6476	0.667	0.1531	0.6142	0.0492	0.6183	0.1711	0.5924	0.010174036928604	0.004181019125634	0.010173214223972
LG5	4000001	4100000	4049305	5854	3354	42.832	49.5378	-0.0726	-0.0121	-0.0076	13		0.6006	0.5877	0.5763	0.633	0.1739	0.6306	0.0291	0.6306	0.2109	0.619	0.008783836301821	0.00404334187987	0.010410212154171
LG5	4100001	4200000	4151427	5716	3089	31.6517	73.8757	-0.4001	-0.0845	-0.0482	13		0.5748	0.6218	0.5417	0.6327	0.2037	0.551	0.0689	0.5941	0.2088	0.5411	0.010682711778299	0.004980505411669	0.011551224439873
LG5	4200001	4300000	4249891	4579	2671	20.874	39.8896	-0.3129	-0.0456	-0.0267	13		0.6377	0.6253	0.5847	0.6855	0.105	0.6159	0.0288	0.629	0.1519	0.608	0.009660554378137	0.004487216868999	0.011460626709113
LG5	4300001	4400000	4346589	4705	2745	27.9001	35.7646	-0.1235	-0.0176	-0.01	17		0.6769	0.7337	0.5785	0.6907	0.1699	0.6137	0.0659	0.6652	0.2072	0.5814	0.009411979144651	0.004181697589619	0.010440538660768
LG5	4400001	4500000	4450109	4594	2661	33.2201	53.2852	-0.232	-0.0338	-0.0224	21		0.6869	0.6995	0.7184	0.7	0.1276	0.7391	0.0961	0.7577	0.2023	0.7152	0.008458634116625	0.001913696577464	0.008558328840183
LG5	4500001	4600000	4553319	4683	2276	108.8734	33.0947	0.5338	0.2496	0.1369	7		0.33	0.4269	0.3731	0.4134	0.1596	0.2679	0.1113	0.2873	0.1319	0.2315	0.011799868997327	0.007386467701977	0.008873823062
LG5	4600001	4700000	4650656	5495	3079	27.4398	13.8538	0.329	0.0288	0.0179	18		0.5774	0.7056	0.5205	0.6423	0.2377	0.522	0.1175	0.6288	0.2666	0.5256	0.008167611427095	0.004590055139149	0.009678644940488
LG5	4700001	4800000	4749206	5818	3335	50.5189	26.1309	0.3182	0.0499	0.0292	23	2.913547577	0.6087	0.6916	0.5488	0.6705	0.1943	0.5253	0.1132	0.5989	0.2168	0.5213	0.008253856947299	0.003886157634107	0.008636329999783
LG5	4800001	4900000	4848893	5452	2884	26.276	24.4948	0.0351	0.0036	0.0021	16		0.6954	0.6307	0.6532	0.7154	0.1622	0.6556	0.1493	0.6255	0.1444	0.6262	0.008344135463704	0.003630542163578	0.008939956547304
LG5	4900001	5000000	4952042	5505	2975	18.0394	229.6852	-0.8544	-0.4242	-0.2536	18	1.421891663	0.2998	0.2673	0.6359	0.2516	0.1197	0.6773	0.0766	0.6768	0.086	0.6359	0.00974140416867	0.003476785933143	0.010451452361624
LG5	5000001	5100000	5053982	4798	2533	87.8031	54.6025	0.2331	0.0719	0.048	9		0.4923	0.564	0.4865	0.4957	0.1581	0.5123	0.0716	0.5616	0.1391	0.4589	0.012091158559767	0.005801319066142	0.011579448630812
LG5	5100001	5200000	5151537	5846	3391	112.2549	38.4684	0.4895	0.1752	0.0839	9	0	0.6447	0.5673	0.5665	0.5718	0.1342	0.4226	0.0678	0.4129	0.0518	0.3255	0.011761673087487	0.006294129758842	0.009595227018933
LG5	5200001	5300000	5254064	5092	2960	30.8962	36.6383	-0.085	-0.0119	-0.0071	21		0.666	0.6236	0.5153	0.6218	0.1745	0.6128	0.1285	0.6041	0.1254	0.5401	0.009372558292553	0.004297766116322	0.01084900636608
LG5	5300001	5400000	5349931	5829	3200	33.1693	36.987	-0.0544	-0.0083	-0.0052	19		0.6338	0.598	0.4914	0.6008	0.1445	0.6137	0.0811	0.6015	0.0776	0.5508	0.008919149738195	0.004474444333048	0.010812373169914
LG5	5400001	5500000	5449574	5737	3555	26.2031	32.5599	-0.1082	-0.014	-0.0089	21		0.6021	0.5507	0.4821	0.5543	0.1571	0.6155	0.1256	0.5898	0.0952	0.5392	0.007269926849687	0.002942821743052	0.008343952615969
LG5	5500001	5600000	5549322	5607	3297	35.14	23.4447	0.1996	0.0245	0.0148	17		0.72	0.6479	0.4957	0.5369	0.3073	0.6147	0.179	0.584	0.1539	0.4509	0.008602588906492	0.004141202646261	0.009848417280425
LG5	5600001	5700000	5651663	5610	3246	78.9642	47.9329	0.2445	0.0476	0.0289	19		0.8378	0.7411	0.6253	0.7055	0.489	0.7565	0.2386	0.7026	0.2044	0.6239	0.009691048934009	0.003105386288009	0.009762251176278
LG5	5700001	5800000	5750955	4486	2621	34.7318	27.0729	0.1239	0.0154	0.0106	13		0.7366	0.7552	0.5701	0.6643	0.4902	0.7301	0.1798	0.752	0.342	0.6515	0.007118567340099	0.002917730541533	0.008783009916028
LG5	5800001	5900000	5843740	4574	2622	21.2959	20.512	0.0187	0.0015	0.001	22		0.7542	0.8105	0.5675	0.702	0.4799	0.7257	0.1291	0.7737	0.2921	0.6566	0.007899670624375	0.003424167989321	0.010653997533527
LG5	5900001	6000000	5950237	4926	2766	44.1973	19.7207	0.3829	0.0496	0.03	13		0.7361	0.8465	0.6486	0.7182	0.3215	0.6745	0.111	0.7589	0.3236	0.62	0.007290207973233	0.002016977889524	0.007363127768027
LG5	6000001	6100000	6053324	4920	2903	30.9092	26.2035	0.0824	0.0091	0.0057	13		0.6634	0.7921	0.641	0.7008	0.2184	0.6217	0.0914	0.7196	0.3711	0.6062	0.009597020106824	0.002963754375828	0.009678205275782
LG5	6100001	6200000	6149858	5333	2947	70.5739	44.4932	0.2267	0.0473	0.0286	19	0	0.5924	0.7386	0.6383	0.6243	0.2574	0.5815	0.0729	0.7003	0.3246	0.5661	0.009866725545574	0.004066754574152	0.009287826324583
LG5	6200001	6300000	6256665	8369	3685	190.7757	70.1377	0.4624	0.1991	0.1204	9		0.3273	0.3848	0.3102	0.36	0.2584	0.347	0.0793	0.3373	0.3088	0.3556	0.022072899193869	0.016516475921886	0.020335718755103
LG5	6300001	6400000	6354630	7615	3862	88.637	61.6449	0.1796	0.0593	0.028	6		0.4913	0.436	0.4495	0.5011	0.1805	0.4463	0.07	0.3672	0.1975	0.4115	0.020838182664027	0.011479793254908	0.015747102794091
LG5	6400001	6500000	6450343	7305	3350	156.4063	49.9167	0.5161	0.1954	0.1136	9		0.5057	0.3489	0.4651	0.4872	0.1154	0.4908	0.0462	0.3225	0.1181	0.4421	0.02495185921454	0.014661617558394	0.023229356019544
LG5	6500001	6600000	6539412	8440	3909	161.8125	53.8385	0.5007	0.1791	0.1077	5		0.4356	0.3493	0.4126	0.5249	0.1204	0.478	0.0538	0.3383	0.1676	0.5075	0.019811773627382	0.015337245909179	0.019712422724678
LG5	6600001	6700000	6644886	9355	4572	230.0469	106.2266	0.3682	0.2439	0.1363	6		0.3311	0.2723	0.2354	0.425	0.1316	0.3422	0.0378	0.1897	0.1403	0.3572	0.022550138441967	0.019898548241726	0.022954631436922
LG5	6700001	6800000	6745663	8666	4274	155.4544	57.3268	0.4612	0.2156	0.0984	7		0.4141	0.3851	0.3358	0.3901	0.1448	0.2435	0.0761	0.2133	0.1449	0.2154	0.024077780592464	0.016470225249933	0.01935750499489
LG5	6800001	6900000	6851438	5542	3061	72.6715	104.7965	-0.181	-0.1437	-0.0295	10		0.6406	0.6153	0.3605	0.5687	0.1253	0.2911	0.0654	0.2702	0.0388	0.194	0.014883993376678	0.006661270739026	0.01193567447522
LG5	6900001	7000000	6944216	4445	2592	48.1442	31.8161	0.2042	0.0321	0.0204	11		0.6208	0.6486	0.5875	0.6099	0.2064	0.6261	0.0589	0.6613	0.1366	0.5822	0.010049219774014	0.00387623609623	0.010226758074102
LG5	7000001	7100000	7047361	5206	3244	37.0918	47.4668	-0.1227	-0.0224	-0.013	14		0.5482	0.5864	0.4673	0.4859	0.1384	0.4641	0.0453	0.5005	0.0826	0.3762	0.010754514904853	0.005331642367165	0.011399426798809
LG5	7100001	7200000	7156486	4948	2985	32.5332	29.2962	0.0524	0.0075	0.0046	9	0	0.5645	0.6574	0.485	0.4837	0.0805	0.552	0.0317	0.6344	0.0761	0.4365	0.008762368828767	0.006054978351252	0.014225084803828
LG5	7200001	7300000	7250103	6376	3433	70.9391	47.0329	0.2026	0.0444	0.024	17		0.6242	0.5703	0.594	0.6444	0.0892	0.5719	0.0824	0.5534	0.1114	0.5401	0.011397450069616	0.005219056150501	0.011138586817773
LG5	7300001	7400000	7349476	5701	3108	132.4336	31.2513	0.6182	0.2018	0.1144	15	1.747144002	0.6737	0.65	0.4344	0.6345	0.1156	0.4852	0.1159	0.492	0.1274	0.405	0.010549413127993	0.004404745656771	0.010701665906142
LG5	7400001	7500000	7448532	6026	3466	41.2018	79.8997	-0.3195	-0.0688	-0.041	14		0.6319	0.6341	0.6006	0.6168	0.1719	0.6159	0.0745	0.6282	0.2155	0.5629	0.009267935731898	0.0033781430661	0.009574883546189
LG5	7500001	7600000	7535302	4320	2377	33.639	24.5114	0.157	0.0245	0.0159	18	1.561957654	0.6464	0.683	0.4411	0.6693	0.0801	0.604	0.0369	0.6438	0.0865	0.5797	0.008368951452523	0.003328422408269	0.011611899265939
LG5	7600001	7700000	7651852	5660	3039	156.6344	41.7881	0.5788	0.1512	0.1064	17	0	0.6307	0.5115	0.5778	0.5337	0.1513	0.636	0.1591	0.5445	0.0911	0.4886	0.010656708621352	0.005979643524615	0.011691795966324
LG5	7700001	7800000	7750025	4835	2493	75.3861	27.0632	0.4717	0.1636	0.0792	14		0.4946	0.4158	0.4489	0.4487	0.0878	0.3754	0.0941	0.3417	0.0876	0.3144	0.012315765008447	0.006259195968545	0.009834237939535
LG5	7800001	7900000	7848546	6443	3728	134.946	118.0632	0.0667	0.0286	0.0162	19		0.4538	0.4162	0.4881	0.3995	0.092	0.5687	0.0397	0.5174	0.0722	0.4725	0.012827413755623	0.005925300994328	0.011945722141254
LG5	7900001	8000000	7949353	4897	2615	106.7106	20.8825	0.6727	0.289	0.1409	11		0.6405	0.4438	0.5465	0.6075	0.1288	0.5383	0.0475	0.3036	0.1011	0.4698	0.008586456445924	0.00527436634569	0.006889345320033
LG5	8000001	8100000	8047483	5909	3350	146.3467	26.3545	0.6948	0.3318	0.1674	19		0.7245	0.3721	0.5236	0.6545	0.2433	0.6662	0.1539	0.2522	0.191	0.5748	0.00988596583084	0.008134609965751	0.008487945737876
LG5	8100001	8200000	8150653	5324	3116	116.8115	25.9626	0.6363	0.2443	0.1202	13	0	0.6517	0.6213	0.4604	0.5016	0.2171	0.3422	0.1269	0.346	0.1221	0.2013	0.010880758342132	0.00430516158237	0.00764340112199
LG5	8200001	8300000	8245675	5823	3327	107.9092	40.8258	0.451	0.2031	0.094	13		0.5264	0.5573	0.4938	0.5291	0.1414	0.2854	0.12	0.3455	0.099	0.2518	0.009875177279446	0.005186891257826	0.007116068562555
LG5	8300001	8400000	8354856	6022	3228	153.1406	38.2422	0.6004	0.2911	0.124	14		0.7097	0.6995	0.5043	0.6569	0.1311	0.3745	0.1537	0.3961	0.1971	0.332	0.01235605272974	0.003950102066871	0.008053975314334
LG5	8400001	8500000	8448162	6550	3604	48.5674	75.5622	-0.2175	-0.058	-0.0331	16		0.4277	0.3572	0.4174	0.3749	0.0808	0.4416	0.0598	0.4028	0.0534	0.367	0.01251228751114	0.00893791110767	0.014697664169238
LG5	8500001	8600000	8549945	6281	3691	56.5195	38.2018	0.1934	0.0376	0.021	13		0.5612	0.568	0.5951	0.6018	0.0763	0.5243	0.0887	0.5533	0.0573	0.5157	0.009586031566968	0.005429836773035	0.010562643856447
LG5	8600001	8700000	8651298	5900	3364	111.6165	30.5827	0.5699	0.1462	0.0875	14		0.684	0.7064	0.5396	0.6822	0.0978	0.5569	0.0413	0.5856	0.1227	0.5114	0.009436701542525	0.002854635111099	0.008801538499255
LG5	8700001	8800000	8750206	5622	3132	81.1761	32.012	0.4344	0.117	0.0653	16		0.5844	0.5824	0.5395	0.6292	0.1367	0.4212	0.0266	0.4854	0.1549	0.4216	0.008389389249781	0.004403516459696	0.0077231674525
LG5	8800001	8900000	8846694	5088	2784	99.3613	59.3066	0.2524	0.0921	0.0487	8		0.571	0.6495	0.4483	0.6213	0.2038	0.396	0.0644	0.4783	0.1689	0.3599	0.015061962673818	0.007462412647443	0.013529613779878
LG5	8900001	9000000	8949007	5858	3120	163.3167	43.8949	0.5763	0.2162	0.1123	12		0.6064	0.7432	0.6075	0.6124	0.1885	0.4587	0.036	0.5766	0.1605	0.4127	0.014572448441306	0.005662270867598	0.010054731805932
LG5	9000001	9100000	9052372	6094	3128	34.1133	89.2747	-0.4471	-0.0968	-0.0602	15	0.627109509	0.4652	0.6751	0.525	0.4582	0.1975	0.511	0.0286	0.65	0.2573	0.4623	0.01061533301872	0.00385410089074	0.010358322425605
LG5	9100001	9200000	9146810	6378	3813	157.637	62.7594	0.4305	0.1596	0.0834	13		0.664	0.7055	0.4357	0.6287	0.2284	0.4128	0.0506	0.4752	0.1784	0.3473	0.013334579742233	0.003267231876688	0.009678455937914
LG5	9200001	9300000	9249764	5296	3038	125.3314	50.2064	0.428	0.1598	0.093	14	1.780485734	0.5369	0.5445	0.3598	0.5021	0.1029	0.3525	0.0487	0.3882	0.0766	0.2978	0.012047923635606	0.005339783033744	0.011121733547057
LG5	9300001	9400000	9347606	4934	2994	57.8577	94.0479	-0.2382	-0.0761	-0.0488	16		0.6092	0.6542	0.4091	0.5768	0.2611	0.5459	0.0513	0.5965	0.1614	0.4849	0.008746763554828	0.004436124621976	0.01048864255912
LG5	9400001	9500000	9449989	6278	3433	40.7894	62.8519	-0.2129	-0.0417	-0.0252	16		0.567	0.5989	0.5263	0.5223	0.1752	0.5872	0.1232	0.6205	0.1708	0.5092	0.009188486611039	0.003820018827142	0.00996626461213
LG5	9500001	9600000	9553095	4858	2576	26.1445	28.1862	-0.0376	-0.0049	-0.0027	11		0.5011	0.5542	0.5727	0.5188	0.1764	0.5272	0.0365	0.5833	0.1656	0.5038	0.010287255211665	0.005900009379983	0.010329991333436
LG5	9600001	9700000	9658722	5419	2704	57.6016	28.9792	0.3306	0.0779	0.045	13	0.693462898	0.5397	0.4827	0.4326	0.448	0.1202	0.4834	0.0916	0.4578	0.084	0.3855	0.011117257430887	0.003953559083525	0.008758106395333
LG5	9700001	9800000	9749705	5125	2997	62.891	25.4482	0.4239	0.0948	0.0554	9		0.6264	0.6052	0.4706	0.589	0.1033	0.5203	0.0804	0.5181	0.0653	0.4428	0.010949253438129	0.004318171663841	0.009830478929276
LG5	9800001	9900000	9851466	5210	2661	215.0169	16.2799	0.8592	0.5169	0.2676	12		0.5527	0.5405	0.4253	0.4718	0.1475	0.2349	0.0519	0.228	0.0923	0.1583	0.0170055613464	0.00763752272228	0.00993646381562
LG5	9900001	10000000	9954211	5807	3298	80.123	39.6699	0.3377	0.085	0.0506	17		0.5233	0.5505	0.4818	0.534	0.1028	0.4726	0.0085	0.5133	0.0958	0.4406	0.010220732125615	0.00471840509948	0.009351960495224
LG5	10000001	10100000	10054086	5985	3306	25.9284	43.0299	-0.248	-0.0345	-0.0213	13		0.5505	0.5788	0.5992	0.59	0.1015	0.6087	0.0341	0.646	0.0904	0.6068	0.00899595921842	0.004862962585515	0.011098509784815
LG5	10100001	10200000	10148142	6465	3760	58.2373	48.8623	0.0875	0.015	0.0094	12	1.527053276	0.5901	0.6203	0.6095	0.6382	0.0938	0.6097	0.0182	0.6446	0.0944	0.6059	0.00968356966725	0.003341898935275	0.009806626669786
LG5	10200001	10300000	10234716	4124	2229	137.2585	27.1777	0.6694	0.3126	0.1742	15	7.937515875	0.4684	0.4817	0.4279	0.4851	0.0927	0.3537	0.0251	0.3664	0.096	0.3352	0.018413170627588	0.010192342317822	0.013952890025825
LG5	10300001	10400000	10351879	5443	2896	52.8636	54.012	-0.0107	-0.0024	-0.0014	12		0.4735	0.5793	0.5007	0.5156	0.165	0.4467	0.0259	0.5389	0.1963	0.4323	0.010037703976998	0.006030770460213	0.010766341969706
LG5	10400001	10500000	10449710	5867	3367	55.1042	58.8854	-0.0332	-0.0066	-0.0039	11		0.628	0.7406	0.4804	0.6241	0.1305	0.5093	0.0311	0.5976	0.1688	0.4573	0.010352064374715	0.004041186062146	0.011303700568794
LG5	10500001	10600000	10546762	4028	2149	32.209	26.0319	0.1061	0.0184	0.0105	12	2.567191055	0.5397	0.5684	0.443	0.4883	0.1275	0.5016	0.0576	0.5252	0.1208	0.4078	0.010715718335906	0.005805327805656	0.011143437675539
